AAC,20011031,0.77,0.82,0.76,0.81,717247
AAT,20011031,0.238,0.238,0.225,0.235,755278
AAU,20011031,0.85,0.95,0.85,0.9,40999
ABC,20011031,0.83,0.849,0.81,0.849,520066
ABG,20011031,2.07,2.07,2.02,2.02,28650
ABI,20011031,1.65,1.65,1.51,1.52,454843
ABK,20011031,0.21,0.21,0.21,0.21,16000
ABS,20011031,10.531,10.55,10.16,10.3,10684
ACE,20011031,0.145,0.145,0.145,0.145,3449
ACU,20011031,0.155,0.16,0.155,0.155,144000
ACV,20011031,0.1,0.1,0.1,0.1,100000
ADA,20011031,1.02,1.03,1.02,1.03,26000
ADB,20011031,6.61,6.63,6.48,6.505,76753
ADG,20011031,1.89,1.89,1.85,1.85,5920
ADN,20011031,0.06,0.06,0.06,0.06,52500
ADP,20011031,2.56,2.6,2.56,2.57,548768
ADR,20011031,0.072,0.079,0.072,0.078,3827784
ADU,20011031,0.13,0.14,0.125,0.14,60000
ADX,20011031,0.23,0.23,0.225,0.225,200000
ADZ,20011031,2.17,2.193,2.17,2.193,471929
AEO,20011031,2.05,2.09,2.05,2.07,558267
AES,20011031,0.4,0.4,0.4,0.4,130
AEX,20011031,0.14,0.14,0.13,0.13,45478
AFF,20011031,0.26,0.26,0.26,0.26,11172
AFI,20011031,2.8,2.9,2.8,2.9,316140
AGG,20011031,64.5,66.03,64.5,66,1170
AGH,20011031,0.7,0.7,0.69,0.69,258621
AGL,20011031,8.84,8.88,8.78,8.88,996740
AGS,20011031,0.054,0.055,0.054,0.055,59533
AGT,20011031,0.78,0.78,0.78,0.78,4500
AGX,20011031,0.3,0.3,0.29,0.3,25700
AGY,20011031,0.378,0.39,0.378,0.39,17600
AGZ,20011031,0.012,0.012,0.011,0.011,3167670
AHA,20011031,6.62,6.65,6.62,6.65,1440
AHD,20011031,1.8,1.8,1.78,1.8,26731
AHT,20011031,0.43,0.43,0.42,0.42,20000
AIA,20011031,2.75,2.8,2.75,2.8,10357
AIE,20011031,0.16,0.16,0.15,0.15,155891
AIP,20011031,1.07,1.08,1.07,1.08,765028
AIX,20011031,1.64,1.64,1.52,1.52,166307
AIZ,20011031,0.235,0.245,0.23,0.24,1405961
AJL,20011031,0.89,0.9,0.89,0.9,6450
AKD,20011031,0.023,0.023,0.023,0.023,167000
ALK,20011031,0.19,0.19,0.19,0.19,50000
ALL,20011031,6.55,6.58,6.45,6.55,964114
ALN,20011031,3.65,3.65,3.55,3.6,180564
ALS,20011031,3.01,3.05,3.01,3.05,36045
ALU,20011031,4.4,4.42,4.34,4.4,50113
ALZ,20011031,1.6,1.61,1.6,1.6,27071
AMC,20011031,6.574,6.64,6.57,6.59,2114637
AMH,20011031,1.55,1.55,1.55,1.55,12000
AML,20011031,0.71,0.8,0.71,0.78,143280
AMM,20011031,0.17,0.2,0.16,0.17,3013896
AMP,20011031,18.069,18.15,17.73,18.05,2982369
AMU,20011031,0.12,0.12,0.12,0.12,37098
AMV,20011031,0.019,0.019,0.019,0.019,30000
ANE,20011031,2.26,2.26,2.26,2.26,3200
ANK,20011031,0.082,0.082,0.082,0.082,8500
ANL,20011031,0.71,0.72,0.689,0.689,150336
ANM,20011031,0.69,0.7,0.66,0.7,133099
ANX,20011031,0.34,0.35,0.34,0.35,34550
ANZ,20011031,17.75,17.97,17.71,17.84,5970000
AOF,20011031,1.27,1.29,1.27,1.28,1774829
AOG,20011031,1.5,1.5,1.5,1.5,47908
APA,20011031,2.5,2.51,2.48,2.48,185003
APE,20011031,3.78,3.78,3.78,3.78,1200
APG,20011031,0.092,0.092,0.09,0.092,202567
API,20011031,2.7,2.8,2.7,2.78,248527
APN,20011031,3.82,3.82,3.82,3.82,17374
APX,20011031,0.019,0.019,0.019,0.019,8103421
APY,20011031,0.48,0.49,0.48,0.48,82214
AQA,20011031,0.27,0.27,0.26,0.26,12886
AQP,20011031,7.412,7.706,7.412,7.706,192536
AQT,20011031,0.185,0.2,0.185,0.185,53923
ARA,20011031,0.23,0.23,0.225,0.23,33617
ARG,20011031,3.92,3.96,3.91,3.96,57833
ARL,20011031,0.22,0.225,0.215,0.22,439213
ARP,20011031,9.2,9.2,9.2,9.2,11041
ARQ,20011031,0.16,0.165,0.155,0.16,942800
ART,20011031,1.45,1.46,1.44,1.46,788465
