AAA,19980406,2.043,2.18,2.033,2.18,1559040
AAP,19980406,3.077,3.1,3.07,3.08,96800
AAV,19980406,1.43,1.48,1.4,1.43,136640
ABC,19980406,1.18,1.18,1.16,1.16,26744
ABF,19980406,2.17,2.18,2.16,2.16,120491
ABG,19980406,2.86,2.86,2.8,2.8,17806
ABN,19980406,0.64,0.7,0.64,0.7,60450
ABR,19980406,0.07,0.08,0.07,0.08,240000
ABT,19980406,0.036,0.036,0.036,0.036,3000
ACY,19980406,1.06,1.06,1.06,1.06,36000
ADA,19980406,0.959,0.97,0.959,0.97,15800
ADB,19980406,5.41,5.44,5.4,5.4,56709
ADF,19980406,0.135,0.135,0.135,0.135,16000
ADH,19980406,0.47,0.49,0.46,0.47,45475
ADM,19980406,0.056,0.06,0.056,0.06,81653
ADN,19980406,0.13,0.13,0.12,0.12,86000
ADX,19980406,0.32,0.35,0.32,0.34,276500
ADZ,19980406,2.995,3,2.97,3,233101
AEC,19980406,1.04,1.04,1,1,29500
AET,19980406,0.71,0.71,0.71,0.71,200
AEV,19980406,0.038,0.038,0.038,0.038,12000
AFD,19980406,0.36,0.36,0.36,0.36,4000
AFF,19980406,0.4,0.405,0.4,0.4,71411
AFI,19980406,2.7,2.7,2.66,2.66,202916
AFK,19980406,0.36,0.36,0.35,0.36,120959
AFW,19980406,0.085,0.085,0.085,0.085,50000
AGE,19980406,20.71,21,20.71,20.8,12043
AGH,19980406,0.88,0.88,0.88,0.88,208600
AGL,19980406,11.999,12.2,11.956,12.06,290102
AGM,19980406,0.09,0.09,0.09,0.09,160900
AGN,19980406,0.255,0.26,0.25,0.26,97000
AGR,19980406,0.4,0.42,0.4,0.42,490680
AGS,19980406,0.048,0.05,0.048,0.05,192757
AHD,19980406,5.7,5.7,5.6,5.62,61571
AHF,19980406,0.74,0.74,0.74,0.74,1700
AHX,19980406,1.83,1.83,1.8,1.8,70482
AIS,19980406,0.2,0.2,0.2,0.2,1352
AIU,19980406,0.08,0.08,0.08,0.08,100000
AIX,19980406,2.67,2.67,2.6,2.66,24307
AJO,19980406,2.04,2.06,2.04,2.05,484693
AJR,19980406,0.99,1,0.99,1,484006
AJS,19980406,1.11,1.13,1.11,1.11,37275
AKC,19980406,4.21,4.21,4.2,4.2,68751
AKD,19980406,0.045,0.045,0.045,0.045,20000
AKL,19980406,0.185,0.185,0.18,0.185,524199
ALA,19980406,0.95,0.95,0.94,0.94,10300
ALK,19980406,0.33,0.33,0.33,0.33,168150
ALL,19980406,3.5,3.5,3.3,3.42,296500
ALO,19980406,0.66,0.66,0.66,0.66,24000
ALZ,19980406,1.41,1.41,1.4,1.4,95000
AMC,19980406,6.755,6.79,6.6,6.6,979967
AMG,19980406,0.068,0.068,0.068,0.068,50000
AMI,19980406,0.123,0.125,0.11,0.115,512500
AML,19980406,2.3,2.3,2.26,2.26,13500
AMS,19980406,0.12,0.12,0.11,0.11,218691
AMW,19980406,31.006,31.2,31.006,31.01,350
ANE,19980406,2.8,2.85,2.8,2.83,4337
ANI,19980406,1.06,1.06,1.05,1.05,5153478
ANL,19980406,3.59,3.63,3.59,3.63,175805
ANZ,19980406,10.691,10.88,10.57,10.62,4641329
AOF,19980406,1.26,1.28,1.26,1.28,64250
AOG,19980406,1.68,1.68,1.68,1.68,147283
AOV,19980406,0.11,0.11,0.1,0.105,200018
APE,19980406,4.1,4.1,4.005,4.005,2829
APF,19980406,1.69,1.71,1.68,1.7,1176971
APG,19980406,0.03,0.03,0.03,0.03,432000
API,19980406,2.45,2.48,2.45,2.48,1500
APN,19980406,2.69,2.7,2.69,2.7,14666
APU,19980406,0.345,0.36,0.345,0.36,84500
APW,19980406,3.55,3.55,3.55,3.55,1500
APY,19980406,1.76,1.76,1.75,1.75,40000
AQS,19980406,0.35,0.35,0.35,0.35,20000
ARA,19980406,0.508,0.51,0.5,0.51,83294
ARC,19980406,0.16,0.17,0.16,0.17,266350
ARG,19980406,3.62,3.65,3.62,3.62,79133
ARL,19980406,3.63,3.63,3.58,3.6,142019
ARQ,19980406,0.405,0.42,0.405,0.41,44100
ARS,19980406,0.176,0.19,0.176,0.19,3610846
ASE,19980406,0.25,0.25,0.25,0.25,14000
ASH,19980406,1.3,1.3,1.26,1.26,34187
ASL,19980406,0.83,0.84,0.82,0.82,166600
ASU,19980406,0.115,0.12,0.115,0.12,85085
ATD,19980406,0.038,0.038,0.038,0.038,500
ATG,19980406,0.98,0.98,0.98,0.98,21500
ATP,19980406,0.27,0.27,0.27,0.27,2000
ATU,19980406,0.65,0.65,0.65,0.65,47375
AUD,19980406,2.75,2.75,2.71,2.71,41059
AUG,19980406,1.58,1.6,1.58,1.6,174341
AUI,19980406,2.74,2.74,2.72,2.72,10000
AUO,19980406,0.52,0.54,0.52,0.54,338547
AVJ,19980406,0.57,0.57,0.57,0.57,20000
AVL,19980406,0.187,0.19,0.185,0.19,326153
AVR,19980406,0.89,0.89,0.88,0.88,13000
AWA,19980406,0.666,0.666,0.64,0.64,215342
AWE,19980406,0.46,0.46,0.45,0.45,171940
AWH,19980406,1.9,1.92,1.9,1.92,5000
AWI,19980406,0.32,0.32,0.3,0.31,60000
AXI,19980406,0.195,0.195,0.195,0.195,10000
AXR,19980406,0.38,0.4,0.38,0.4,544581
AYO,19980406,0.75,0.76,0.75,0.76,81042
BAE,19980406,0.3,0.3,0.3,0.3,19850
BAH,19980406,0.21,0.21,0.21,0.21,8500
BAT,19980406,27.9,27.95,27.9,27.95,1412
BCD,19980406,1.075,1.1,1.075,1.1,54119
BDG,19980406,0.11,0.115,0.11,0.115,67500
BDL,19980406,0.66,0.66,0.66,0.66,42000
BDS,19980406,3.15,3.15,3.15,3.15,2000
BEE,19980406,0.25,0.25,0.25,0.25,20000
BEN,19980406,3.9,3.9,3.836,3.836,21775
BGD,19980406,0.38,0.38,0.38,0.38,55000
BGF,19980406,0.025,0.025,0.025,0.025,130000
BHP,19980406,15.267,15.36,15.231,15.26,3127856
BHT,19980406,0.94,0.95,0.92,0.93,468005
BIL,19980406,31.5,31.5,31.13,31.14,287796
BIR,19980406,0.97,0.99,0.96,0.98,358991
BKA,19980406,0.16,0.16,0.16,0.16,13000
BKL,19980406,5.65,5.65,5.6,5.6,6700
BKR,19980406,0.66,0.67,0.65,0.65,22300
BKS,19980406,0.041,0.042,0.03,0.034,111107
BKW,19980406,41,41,41,41,1335
BLI,19980406,0.12,0.12,0.12,0.12,15000
BLO,19980406,0.445,0.45,0.445,0.445,136111
