AAA,19970314,2.003,2.06,2,2.06,1400896
AAD,19970314,0.76,0.77,0.76,0.77,430500
ABC,19970314,1.737,1.782,1.7,1.73,107597
ABD,19970314,0.09,0.094,0.088,0.094,462805
ABF,19970314,3.6,3.71,3.6,3.7,149967
ABG,19970314,4,4,3.9,3.9,36904
ABR,19970314,0.14,0.14,0.14,0.14,80000
ACH,19970314,3.7,3.7,3.7,3.7,8000
ADB,19970314,4.177,4.2,4.12,4.18,45165
ADG,19970314,1.45,1.45,1.4,1.4,208600
ADH,19970314,0.81,0.82,0.81,0.82,18000
ADM,19970314,0.34,0.34,0.32,0.32,8687
ADN,19970314,0.352,0.36,0.3,0.32,113000
ADT,19970314,1.71,1.78,1.71,1.78,24274
ADX,19970314,0.32,0.33,0.315,0.33,101300
AEC,19970314,1.32,1.32,1.3,1.3,19500
AEG,19970314,0.17,0.17,0.17,0.17,18000
AER,19970314,0.35,0.35,0.34,0.34,47500
AEV,19970314,0.057,0.057,0.056,0.056,246165
AEX,19970314,0.061,0.063,0.061,0.061,597429
AFI,19970314,2.18,2.18,2.12,2.12,202876
AFN,19970314,0.92,0.92,0.92,0.92,447500
AGA,19970314,0.25,0.25,0.25,0.25,60075
AGE,19970314,13,13,13,13,869
AGL,19970314,7.565,7.565,7.4,7.53,228080
AGM,19970314,0.593,0.6,0.58,0.6,570900
AGN,19970314,0.21,0.21,0.21,0.21,90000
AGP,19970314,0.42,0.42,0.42,0.42,1200
AGR,19970314,1.31,1.32,1.3,1.32,240499
AGS,19970314,0.345,0.35,0.34,0.34,45000
AHA,19970314,17.55,17.55,17.55,17.55,444
AHD,19970314,5.75,6,5.75,6,70600
AHX,19970314,2.4,2.4,2.4,2.4,159830
AIF,19970314,0.68,0.68,0.66,0.66,28700
AIS,19970314,0.35,0.35,0.35,0.35,4002
AIX,19970314,2.236,2.236,2.2,2.21,1342105
AJO,19970314,2.22,2.23,2.21,2.22,73066
AJR,19970314,0.81,0.82,0.8,0.8,257437
AKD,19970314,0.125,0.13,0.12,0.13,788000
AKL,19970314,0.395,0.395,0.375,0.38,272500
ALA,19970314,0.17,0.17,0.165,0.165,214000
ALI,19970314,0.62,0.62,0.62,0.62,2000
ALK,19970314,0.56,0.56,0.54,0.55,219583
ALL,19970314,2.98,2.98,2.96,2.98,118711
ALM,19970314,0.187,0.187,0.165,0.175,3491020
ALO,19970314,0.75,0.75,0.75,0.75,7200
ALX,19970314,3,3,3,3,1140
AMC,19970314,8.46,8.61,8.46,8.541,1564608
AMG,19970314,0.08,0.08,0.08,0.08,4000
AML,19970314,1.9,1.94,1.88,1.94,107000
ANE,19970314,3.2,3.2,3.18,3.18,26158
ANI,19970314,1.347,1.38,1.33,1.35,917322
ANL,19970314,3.45,3.45,3.32,3.32,122300
ANZ,19970314,7.702,7.72,7.62,7.699,3870504
AOF,19970314,1.15,1.17,1.14,1.16,470206
AOG,19970314,1.76,1.76,1.75,1.75,7600
AOV,19970314,0.18,0.18,0.18,0.18,21000
APE,19970314,3.5,3.54,3.5,3.54,14798
APF,19970314,1.46,1.46,1.44,1.45,767444
APG,19970314,0.062,0.062,0.062,0.062,40000
APN,19970314,2.12,2.12,2.1,2.12,76405
APU,19970314,1,1,0.99,0.99,31000
APY,19970314,1.45,1.45,1.45,1.45,6000
AQS,19970314,0.15,0.15,0.145,0.145,120805
ARA,19970314,0.36,0.37,0.36,0.36,27359
ARB,19970314,0.32,0.32,0.3,0.32,391102
ARC,19970314,0.51,0.51,0.5,0.5,89574
ARF,19970314,1,1,1,1,631
ARG,19970314,2.86,2.88,2.83,2.88,54603
ARK,19970314,0.93,0.93,0.92,0.92,2500
ARL,19970314,2.1,2.1,2.04,2.05,452675
ARN,19970314,8.9,8.99,8.9,8.99,114400
ARO,19970314,5,5,5,5,2000
ARP,19970314,2.5,2.5,2.5,2.5,5514
ARS,19970314,0.702,0.702,0.68,0.69,1138200
ASE,19970314,0.205,0.21,0.205,0.205,49000
ASH,19970314,1.96,1.96,1.95,1.95,165035
ASL,19970314,1.75,1.77,1.75,1.77,22100
ASR,19970314,0.3,0.3,0.3,0.3,25000
AST,19970314,0.04,0.041,0.038,0.04,646686
ATD,19970314,0.175,0.175,0.175,0.175,62063
ATE,19970314,0.37,0.38,0.37,0.38,119500
ATG,19970314,0.46,0.47,0.46,0.46,183000
ATI,19970314,0.06,0.09,0.06,0.09,14000
ATO,19970314,0.056,0.056,0.055,0.055,107000
ATP,19970314,0.34,0.34,0.33,0.34,35802
ATU,19970314,0.8,0.82,0.79,0.82,46000
AUC,19970314,0.55,0.55,0.55,0.55,5500
AUD,19970314,1.88,1.9,1.88,1.9,21483
AUE,19970314,2.42,2.5,2.42,2.5,762809
AUG,19970314,2.08,2.1,2.05,2.08,94004
AUI,19970314,2.36,2.36,2.35,2.36,274000
AUL,19970314,0.105,0.105,0.1,0.1,153000
AVG,19970314,2.55,2.55,2.5,2.5,2600
AVJ,19970314,0.59,0.59,0.59,0.59,100000
AVL,19970314,0.115,0.12,0.115,0.12,30000
AVR,19970314,1.27,1.28,1.26,1.28,62600
AWA,19970314,0.87,0.88,0.85,0.87,214120
AWH,19970314,1.35,1.35,1.34,1.35,9670
AWI,19970314,0.9,0.94,0.9,0.9,25500
AXI,19970314,0.44,0.44,0.44,0.44,30000
AXR,19970314,0.415,0.43,0.415,0.43,116000
AYO,19970314,0.843,0.843,0.82,0.84,136045
AZL,19970314,0.1,0.105,0.1,0.1,327000
BAE,19970314,0.651,0.66,0.64,0.65,154600
BAH,19970314,0.38,0.38,0.36,0.36,10500
BCD,19970314,1.77,1.77,1.72,1.74,8000
BCT,19970314,1.052,1.052,1.05,1.05,4200
BDG,19970314,0.2,0.2,0.2,0.2,62610
BDL,19970314,0.66,0.68,0.66,0.68,50625
BEE,19970314,0.35,0.36,0.335,0.36,245000
BEM,19970314,0.57,0.57,0.55,0.55,21000
BEN,19970314,4.402,4.402,4.35,4.4,17390
BER,19970314,0.72,0.72,0.71,0.71,25000
BFA,19970314,1.4,1.4,1.32,1.32,5000
BGF,19970314,0.071,0.071,0.068,0.069,506000
BHP,19970314,16.829,16.95,16.75,16.919,3081964
BHT,19970314,1.29,1.29,1.26,1.26,127600
BIC,19970314,0.15,0.15,0.14,0.14,11233
BID,19970314,1,1,1,1,4500
BII,19970314,0.1,0.1,0.1,0.1,57000
BIL,19970314,21.505,21.6,21.36,21.499,346154
BKA,19970314,0.52,0.52,0.5,0.5,63000
BKL,19970314,3.5,3.5,3.5,3.5,7210
BKS,19970314,0.17,0.17,0.165,0.17,340100
BKW,19970314,48,48,48,48,100
BLO,19970314,0.606,0.61,0.58,0.58,1202200
BML,19970314,8.2,8.2,8.1,8.14,104326
BMX,19970314,0.31,0.31,0.29,0.3,25468
BNA,19970314,0.075,0.075,0.07,0.07,40000
BNM,19970314,0.38,0.4,0.38,0.4,249700
BOA,19970314,0.83,0.87,0.83,0.83,103059
BOC,19970314,0.61,0.61,0.57,0.6,66747
BOG,19970314,0.297,0.3,0.29,0.3,690679
BOR,19970314,3.77,3.782,3.695,3.778,2008532
BPC,19970314,2.05,2.18,2.03,2.14,4586184
BPT,19970314,0.145,0.145,0.145,0.145,731586
BQD,19970314,6.104,6.104,6.04,6.1,119631
BRI,19970314,0.2,0.2,0.195,0.2,73447
BRL,19970314,3.25,3.26,3.2,3.2,125340
BRN,19970314,0.3,0.3,0.29,0.29,50000
BRY,19970314,1.109,1.15,1.108,1.14,304017
BSD,19970314,1.37,1.4,1.35,1.4,346775
BSG,19970314,0.16,0.17,0.16,0.17,92000
BTA,19970314,4.377,4.45,4.36,4.45,81309
BTE,19970314,0.74,0.74,0.71,0.73,272533
BTG,19970314,0.51,0.52,0.51,0.51,122690
BTL,19970314,5.48,5.48,5.45,5.45,3720
BTM,19970314,0.58,0.58,0.58,0.58,117620
BTO,19970314,1.5,1.51,1.5,1.5,66931
BTP,19970314,1.76,1.76,1.75,1.75,101502
BUG,19970314,0.83,0.85,0.82,0.84,23358
BWA,19970314,2.51,2.52,2.5,2.5,308808
BWT,19970314,0.07,0.07,0.07,0.07,50000
BYI,19970314,2.75,2.75,2.7,2.7,10000
CAA,19970314,4.65,4.85,4.65,4.83,299573
CAE,19970314,0.04,0.04,0.038,0.038,420000
CAG,19970314,0.165,0.165,0.145,0.15,521666
CAI,19970314,0.27,0.27,0.26,0.26,37700
CAR,19970314,0.29,0.29,0.29,0.29,299334
CBA,19970314,12.694,12.72,12.48,12.5,1319232
CBI,19970314,1.15,1.15,1.15,1.15,2730
CBL,19970314,0.034,0.035,0.034,0.035,957000
CBN,19970314,0.022,0.022,0.022,0.022,260000
CBS,19970314,10.5,10.55,10.5,10.5,11519
CCL,19970314,11.06,11.15,11,11.15,1299342
CCN,19970314,0.458,0.465,0.455,0.46,93376
CCR,19970314,0.372,0.41,0.36,0.375,3971457
CCV,19970314,0.54,0.55,0.53,0.53,73000
CCW,19970314,0.4,0.4,0.4,0.4,15000
CDG,19970314,1.35,1.35,1.32,1.33,70480
CDL,19970314,0.3,0.31,0.295,0.305,110000
CDN,19970314,0.348,0.35,0.34,0.35,138500
CDX,19970314,5.3,5.4,5.2,5.35,16815
CEP,19970314,2.13,2.2,2.13,2.17,387800
CEQ,19970314,1.307,1.34,1.3,1.34,71923
CEV,19970314,0.098,0.11,0.098,0.11,292500
CEY,19970314,1.25,1.28,1.17,1.28,84400
