AAA,19970320,2.02,2.04,2.02,2.04,443200
AAD,19970320,0.77,0.77,0.76,0.77,378500
AAR,19970320,0.086,0.086,0.083,0.083,40000
ABC,19970320,1.72,1.75,1.7,1.75,70200
ABD,19970320,0.089,0.092,0.089,0.092,134900
ABF,19970320,3.75,3.78,3.75,3.75,556400
ABG,19970320,3.84,3.84,3.75,3.75,38500
ACH,19970320,3.69,3.7,3.69,3.7,5900
ADB,19970320,4.12,4.12,4.09,4.1,168800
ADF,19970320,0.145,0.16,0.145,0.16,215000
ADG,19970320,1.38,1.38,1.38,1.38,1000
ADH,19970320,0.82,0.84,0.82,0.84,29100
ADM,19970320,0.265,0.28,0.265,0.28,15000
ADN,19970320,0.335,0.335,0.335,0.335,10000
ADV,19970320,0.058,0.058,0.052,0.052,60000
ADX,19970320,0.31,0.31,0.31,0.31,21000
AEC,19970320,1.28,1.28,1.25,1.25,29000
AEG,19970320,0.16,0.16,0.16,0.16,20000
AER,19970320,0.345,0.345,0.345,0.345,64000
AEX,19970320,0.06,0.06,0.059,0.059,78000
AFI,19970320,2.06,2.07,2.03,2.07,724800
AFN,19970320,0.92,0.93,0.91,0.93,215000
AFU,19970320,0.29,0.29,0.29,0.29,4600
AGA,19970320,0.245,0.25,0.245,0.25,401000
AGL,19970320,7.282,7.283,7.23,7.23,416200
AGM,19970320,0.58,0.58,0.58,0.58,59000
AGN,19970320,0.2,0.21,0.2,0.21,95300
AGR,19970320,1.26,1.29,1.25,1.28,131300
AGS,19970320,0.34,0.37,0.34,0.37,144200
AHA,19970320,18.5,19.1,18.5,18.6,3100
AHC,19970320,0.39,0.39,0.39,0.39,1000
AHD,19970320,6,6.1,6,6.1,67700
AHF,19970320,0.8,0.8,0.8,0.8,1600
AHG,19970320,0.78,0.78,0.78,0.78,10600
AHX,19970320,2.32,2.32,2.3,2.3,140000
AIF,19970320,0.64,0.64,0.62,0.62,136900
AJO,19970320,2.19,2.2,2.18,2.18,283600
AJR,19970320,0.8,0.81,0.8,0.8,1334500
AKC,19970320,4.1,4.15,4.1,4.15,11200
AKD,19970320,0.11,0.12,0.11,0.12,242000
AKL,19970320,0.4,0.4,0.4,0.4,17500
ALA,19970320,0.16,0.165,0.16,0.165,24000
ALK,19970320,0.53,0.53,0.51,0.51,23000
ALL,19970320,2.745,2.75,2.74,2.75,54200
ALM,19970320,0.165,0.17,0.165,0.17,1613000
ALO,19970320,0.73,0.73,0.73,0.73,11900
ALX,19970320,3,3.1,3,3.1,6200
AMC,19970320,8.214,8.23,8.12,8.14,1947000
AMG,19970320,0.08,0.08,0.08,0.08,19000
AML,19970320,1.84,1.86,1.84,1.86,31000
ANE,19970320,3.13,3.15,3.12,3.12,109900
ANF,19970320,0.9,0.9,0.9,0.9,9500
ANI,19970320,1.36,1.39,1.35,1.39,2378600
ANL,19970320,3.33,3.33,3.32,3.32,236500
ANS,19970320,0.71,0.71,0.71,0.71,26000
ANZ,19970320,7.738,7.9,7.7,7.88,5415800
AOF,19970320,1.12,1.12,1.12,1.12,656100
AOG,19970320,1.75,1.88,1.75,1.88,79200
APF,19970320,1.4,1.4,1.38,1.38,838000
APN,19970320,2.12,2.13,2.1,2.1,78900
APU,19970320,0.94,1,0.94,1,63500
APY,19970320,1.4,1.4,1.4,1.4,213500
AQS,19970320,0.145,0.145,0.145,0.145,20000
ARA,19970320,0.33,0.33,0.33,0.33,54900
ARC,19970320,0.48,0.48,0.48,0.48,20000
ARF,19970320,1,1,1,1,5600
ARG,19970320,2.84,2.85,2.82,2.83,221900
ARL,19970320,2.09,2.1,2.07,2.1,213500
ARN,19970320,8.8,8.9,8.8,8.89,16500
ARO,19970320,4.5,4.79,4.5,4.79,8000
ARS,19970320,0.69,0.69,0.67,0.68,134600
ASE,19970320,0.21,0.21,0.205,0.21,297500
ASH,19970320,1.95,1.95,1.89,1.91,53000
ASL,19970320,1.66,1.68,1.65,1.66,319500
ASR,19970320,0.29,0.29,0.29,0.29,10000
ATE,19970320,0.38,0.38,0.38,0.38,17600
ATG,19970320,0.47,0.47,0.47,0.47,15500
ATO,19970320,0.052,0.052,0.052,0.052,256900
ATP,19970320,0.36,0.36,0.35,0.35,39000
ATU,19970320,0.79,0.79,0.78,0.78,25000
AUC,19970320,0.51,0.51,0.48,0.48,71400
AUD,19970320,1.85,1.85,1.84,1.84,148500
AUE,19970320,2.46,2.46,2.46,2.46,825200
AUG,19970320,2.09,2.12,2.09,2.12,179000
AVG,19970320,2.6,2.65,2.6,2.65,23000
AVJ,19970320,0.6,0.6,0.58,0.58,807100
AVL,19970320,0.1,0.1,0.1,0.1,20000
AVR,19970320,1.23,1.23,1.2,1.2,53300
AWA,19970320,0.87,0.9,0.87,0.9,437300
AWI,19970320,0.84,0.84,0.78,0.84,263400
AXI,19970320,0.45,0.45,0.45,0.45,3000
AXR,19970320,0.44,0.45,0.43,0.45,348200
AYO,19970320,0.786,0.79,0.76,0.78,190700
AZL,19970320,0.1,0.1,0.095,0.095,2694900
BAE,19970320,0.59,0.59,0.59,0.59,10000
BCD,19970320,1.65,1.65,1.65,1.65,3700
BDG,19970320,0.19,0.19,0.19,0.19,12000
BDL,19970320,0.653,0.67,0.65,0.66,131500
BEM,19970320,0.52,0.53,0.52,0.53,15000
BEN,19970320,4.36,4.36,4.3,4.35,30600
BGF,19970320,0.067,0.067,0.064,0.064,94600
BHP,19970320,16.928,17.14,16.916,17.13,3757300
BHT,19970320,1.25,1.27,1.25,1.25,583100
BIC,19970320,0.14,0.14,0.14,0.14,79700
BID,19970320,0.96,0.96,0.96,0.96,14000
BIL,19970320,21.154,21.31,21.13,21.15,437100
BKA,19970320,0.44,0.44,0.44,0.44,64400
BKS,19970320,0.16,0.16,0.16,0.16,20000
BKW,19970320,45,46,45,46,3200
BLO,19970320,0.58,0.58,0.56,0.57,196600
BLV,19970320,2.75,2.75,2.75,2.75,5000
BML,19970320,8.06,8.08,8.05,8.06,191700
BMX,19970320,0.28,0.29,0.28,0.29,18600
BNM,19970320,0.415,0.43,0.415,0.43,130000
BOA,19970320,0.78,0.8,0.78,0.8,1238700
