AAA,19970318,2.07,2.07,1.98,1.98,1460855
AAD,19970318,0.76,0.77,0.76,0.77,277602
AAR,19970318,0.086,0.086,0.086,0.086,10000
ABC,19970318,1.793,1.793,1.75,1.77,165005
ABD,19970318,0.09,0.09,0.09,0.09,284055
ABF,19970318,3.75,3.76,3.75,3.76,31880
ABG,19970318,3.94,3.94,3.9,3.91,12628
ABR,19970318,0.13,0.15,0.125,0.125,170000
ACH,19970318,3.7,3.7,3.7,3.7,15525
ADB,19970318,4.187,4.19,4.15,4.16,13746
ADF,19970318,0.115,0.12,0.115,0.12,60935
ADG,19970318,1.45,1.45,1.45,1.45,15306
ADH,19970318,0.835,0.84,0.8,0.8,209750
ADM,19970318,0.31,0.31,0.3,0.3,34300
ADN,19970318,0.34,0.34,0.34,0.34,10000
ADX,19970318,0.32,0.32,0.31,0.31,104805
AEC,19970318,1.31,1.31,1.28,1.28,64440
AEG,19970318,0.16,0.16,0.16,0.16,12000
AER,19970318,0.335,0.335,0.335,0.335,62000
AEV,19970318,0.056,0.056,0.056,0.056,55000
AEX,19970318,0.064,0.064,0.063,0.063,141000
AFI,19970318,2.12,2.12,2.05,2.09,432147
AFN,19970318,0.92,0.92,0.92,0.92,216800
AFU,19970318,0.3,0.3,0.3,0.3,63727
AGA,19970318,0.25,0.25,0.25,0.25,123000
AGE,19970318,13,13,13,13,600
AGL,19970318,7.556,7.56,7.33,7.35,238678
AGM,19970318,0.61,0.61,0.55,0.55,372914
AGN,19970318,0.205,0.21,0.205,0.205,186000
AGR,19970318,1.36,1.38,1.34,1.34,781920
AGS,19970318,0.35,0.35,0.33,0.34,246530
AHA,19970318,17.9,17.9,17.9,17.9,111
AHC,19970318,0.39,0.39,0.39,0.39,3000
AHD,19970318,6,6,6,6,13908
AHX,19970318,2.4,2.4,2.38,2.4,299920
AIE,19970318,0.105,0.105,0.1,0.1,26000
AIF,19970318,0.66,0.66,0.65,0.65,18526
