AAC,20060602,1.92,1.93,1.9,1.93,164329
AAE,20060602,0.79,0.795,0.735,0.735,697439
AAM,20060602,0.235,0.235,0.235,0.235,2500
AAO,20060602,0.21,0.21,0.19,0.19,66778
AAQ,20060602,0.39,0.39,0.39,0.39,10000
AAU,20060602,0.525,0.53,0.525,0.53,10939
ABB,20060602,7.2,7.25,7.19,7.2,123011
ABC,20060602,2.6,2.6,2.46,2.51,423601
ABI,20060602,0.051,0.053,0.051,0.051,134430
ABJ,20060602,1.415,1.44,1.39,1.44,54806
ABP,20060602,1.495,1.5,1.475,1.49,373697
ABS,20060602,7.22,7.29,7.02,7.1,1739644
ABY,20060602,2.36,2.38,2.27,2.38,2219226
ACB,20060602,0.34,0.35,0.3,0.3,258000
ACG,20060602,0.245,0.245,0.24,0.24,9000
ACL,20060602,1.24,1.3,1.24,1.29,24318
ACR,20060602,0.81,0.81,0.78,0.78,235597
ACS,20060602,0.13,0.15,0.13,0.15,76500
ACU,20060602,0.11,0.11,0.105,0.11,210154
ADA,20060602,0.43,0.43,0.425,0.425,46921
ADB,20060602,12.85,12.94,12.4,12.52,192765
ADG,20060602,2.92,2.92,2.92,2.92,1291
ADI,20060602,0.34,0.34,0.33,0.33,331768
ADL,20060602,0.067,0.069,0.067,0.068,426100
ADN,20060602,0.405,0.405,0.38,0.38,377694
ADU,20060602,0.67,0.67,0.67,0.67,202000
ADY,20060602,0.105,0.105,0.1,0.105,985265
ADZ,20060602,1.97,1.97,1.915,1.94,593309
AED,20060602,1.43,1.44,1.405,1.425,252852
AEE,20060602,0.175,0.18,0.165,0.17,293770
AEM,20060602,0.03,0.03,0.03,0.03,10000
AEO,20060602,1.64,1.65,1.635,1.645,54462
AET,20060602,0.6,0.6,0.6,0.6,3480
AEU,20060602,1.69,1.69,1.69,1.69,10062
AEX,20060602,0.046,0.048,0.045,0.046,3084300
AEZ,20060602,1.145,1.15,1.14,1.15,148909
AFI,20060602,4.58,4.64,4.58,4.63,156414
AFS,20060602,0.051,0.051,0.051,0.051,200000
AFT,20060602,0.015,0.015,0.014,0.014,4800696
AGC,20060602,1.67,1.67,1.6,1.6,82959
AGG,20060602,12.26,12.26,12.08,12.08,7386
AGI,20060602,0.38,0.385,0.38,0.38,96362
AGL,20060602,17.7,18.12,17.69,18.12,1888278
AGM,20060602,0.275,0.275,0.265,0.265,4315637
AGO,20060602,0.47,0.475,0.46,0.47,183804
AGS,20060602,0.325,0.325,0.305,0.305,276390
AGX,20060602,0.18,0.18,0.17,0.17,173750
AGZ,20060602,0.31,0.31,0.31,0.31,41214
AHE,20060602,1.57,1.61,1.57,1.6,24200
AHO,20060602,0.67,0.67,0.67,0.67,5000
AHS,20060602,0.955,0.96,0.94,0.94,83690
AHU,20060602,5.55,6.18,5.55,6.18,380
AIA,20060602,1.745,1.745,1.745,1.745,619854
AIE,20060602,0.34,0.34,0.34,0.34,22000
AII,20060602,0.29,0.29,0.29,0.29,60000
AIM,20060602,0.165,0.165,0.155,0.16,2621911
AIV,20060602,0.17,0.17,0.17,0.17,205000
AIX,20060602,2.1,2.12,2.09,2.12,1977797
AIZ,20060602,1.03,1.03,1.03,1.03,25537
AJL,20060602,0.855,0.87,0.855,0.87,46277
ALB,20060602,1.03,1.05,1.03,1.05,41550
ALD,20060602,0.53,0.53,0.5,0.525,278400
ALK,20060602,0.175,0.175,0.165,0.17,1238778
ALL,20060602,13.5,13.5,13,13.3,2200775
ALN,20060602,10.6,10.69,10.32,10.69,840336
ALS,20060602,9.78,9.78,9.64,9.73,126977
ALT,20060602,0.025,0.031,0.025,0.031,1494698
ALU,20060602,0.36,0.36,0.36,0.36,12500
ALZ,20060602,2.07,2.08,2.04,2.07,585939
AMC,20060602,6.73,6.73,6.65,6.68,1817467
AMG,20060602,0.08,0.08,0.08,0.08,4640
AMH,20060602,0.58,0.59,0.58,0.59,320
AMM,20060602,0.15,0.15,0.14,0.15,377945
AMO,20060602,0.5,0.5,0.5,0.5,53100
AMP,20060602,9.1,9.1,8.94,9,3756903
AMU,20060602,1.185,1.2,1.165,1.17,651368
ANC,20060602,6,6,6,6,3000
AND,20060602,0.37,0.37,0.355,0.365,263872
ANE,20060602,4.01,4.03,4.01,4.03,16854
ANG,20060602,0.355,0.37,0.35,0.36,90000
ANH,20060602,0.059,0.06,0.058,0.059,1630598
ANM,20060602,0.225,0.24,0.225,0.225,15756
ANN,20060602,9.82,9.95,9.64,9.64,1248546
ANO,20060602,0.13,0.135,0.13,0.135,14806
ANP,20060602,0.026,0.026,0.024,0.024,209102
ANZ,20060602,26.8,26.88,26.42,26.66,3115137
AOD,20060602,10.45,10.45,10.45,10.45,450
AOE,20060602,0.58,0.6,0.58,0.6,134377
AOI,20060602,0.084,0.084,0.082,0.082,105439
AOP,20060602,0.44,0.44,0.44,0.44,34000
AOS,20060602,0.11,0.11,0.11,0.11,25000
APA,20060602,4.25,4.25,4.11,4.21,64434
APE,20060602,7.4,7.4,7.4,7.4,3618
APG,20060602,0.015,0.015,0.015,0.015,94367
API,20060602,2.4,2.42,2.33,2.38,295764
APN,20060602,5.3,5.4,5.26,5.33,691399
APV,20060602,0.145,0.15,0.14,0.14,84000
AQA,20060602,6.85,7,6.85,6.9,142700
AQD,20060602,0.715,0.715,0.69,0.705,44813
AQE,20060602,0.215,0.215,0.215,0.215,3000
AQP,20060602,17.89,18,17.29,17.8,77746
ARA,20060602,0.45,0.465,0.45,0.465,67268
ARE,20060602,0.135,0.135,0.13,0.13,1605000
ARG,20060602,6.93,6.98,6.91,6.97,62901
ARM,20060602,0.21,0.22,0.17,0.22,140000
ARO,20060602,0.027,0.027,0.027,0.027,100000
ARP,20060602,3.22,3.22,3.18,3.18,14166
ARQ,20060602,1.62,1.62,1.59,1.605,784723
ARU,20060602,0.38,0.38,0.37,0.375,181717
ARW,20060602,2.2,2.2,2.13,2.17,124228
ARX,20060602,0.054,0.057,0.053,0.057,1908273
ARZ,20060602,0.97,1,0.97,1,5800
ASB,20060602,2.48,2.56,2.48,2.54,716176
