AAC,20061207,1.825,1.83,1.805,1.81,65052
AAE,20061207,0.44,0.44,0.42,0.42,92070
AAM,20061207,0.21,0.22,0.21,0.21,57600
AAN,20061207,10.42,10.58,10.4,10.56,1027684
AAO,20061207,0.145,0.17,0.14,0.14,434073
AAQ,20061207,0.545,0.56,0.525,0.525,105426
AAR,20061207,0.077,0.079,0.072,0.073,9826948
AAT,20061207,0.078,0.078,0.078,0.078,25924
AAU,20061207,0.53,0.53,0.52,0.525,223000
AAX,20061207,3.1,3.24,3.1,3.2,69063
ABB,20061207,6.75,6.75,6.59,6.75,59002
ABC,20061207,2.7,2.78,2.67,2.75,657831
ABI,20061207,0.061,0.068,0.06,0.066,899093
ABJ,20061207,0.33,0.33,0.32,0.32,445872
ABP,20061207,1.81,1.82,1.78,1.8,514915
ABQ,20061207,0.315,0.33,0.305,0.33,412173
ABS,20061207,7.74,7.87,7.61,7.8,1105855
ABU,20061207,0.072,0.074,0.072,0.073,362800
ABW,20061207,10.8,10.8,10.8,10.8,2000
ABY,20061207,2.39,2.39,2.35,2.39,261736
ACB,20061207,0.81,0.81,0.75,0.75,1165101
ACE,20061207,0.155,0.155,0.15,0.15,167000
ACG,20061207,0.185,0.185,0.175,0.175,95000
ACL,20061207,0.885,0.885,0.86,0.86,27200
ACR,20061207,0.82,0.82,0.815,0.82,12500
ACS,20061207,0.14,0.14,0.14,0.14,50000
ADA,20061207,0.685,0.72,0.685,0.72,5000
ADB,20061207,12.56,12.56,12.45,12.46,479969
ADG,20061207,3.16,3.18,3.15,3.15,30000
ADI,20061207,0.71,0.77,0.71,0.77,597650
ADN,20061207,0.485,0.49,0.475,0.49,76882
ADS,20061207,0.235,0.235,0.22,0.22,2095000
ADU,20061207,0.63,0.63,0.61,0.61,145000
ADX,20061207,0.091,0.093,0.085,0.085,503025
ADY,20061207,0.093,0.093,0.091,0.092,2655030
ADZ,20061207,2.48,2.49,2.47,2.48,491603
AEC,20061207,5,5.03,4.99,5.03,68487
AED,20061207,3.65,4.09,3.65,3.92,1555237
AEE,20061207,0.26,0.26,0.255,0.26,61460
AEF,20061207,36,36,36,36,270
AEI,20061207,0.61,0.61,0.61,0.61,8000
AEO,20061207,2.16,2.17,2.12,2.15,106241
AET,20061207,0.96,0.99,0.96,0.99,22524
AEU,20061207,1.78,1.8,1.77,1.78,258457
AEX,20061207,0.044,0.044,0.042,0.044,4362770
AEZ,20061207,1.195,1.21,1.19,1.19,285083
AFG,20061207,11.9,11.91,11.75,11.81,724380
AFI,20061207,5.13,5.14,5.08,5.1,208035
AFT,20061207,0.01,0.011,0.01,0.01,2097123
AGC,20061207,1.4,1.4,1.37,1.37,174471
AGI,20061207,0.425,0.44,0.42,0.43,258162
AGK,20061207,15.83,15.96,15.8,15.94,365043
AGM,20061207,0.48,0.485,0.47,0.47,5491452
AGO,20061207,0.51,0.51,0.5,0.51,120000
AGS,20061207,1.71,1.72,1.695,1.705,481079
AGX,20061207,0.13,0.145,0.125,0.145,9410618
AGY,20061207,0.081,0.081,0.081,0.081,11820
AHC,20061207,3.3,3.31,3.3,3.31,10400
AHD,20061207,5.85,5.87,5.85,5.85,16941
AHE,20061207,2.45,2.46,2.45,2.46,26900
AHN,20061207,0.27,0.32,0.27,0.32,281706
AHO,20061207,0.73,0.73,0.73,0.73,29615
AHS,20061207,0.98,0.99,0.98,0.99,7753
AHU,20061207,3.25,3.25,3.25,3.25,415
AIA,20061207,1.855,1.88,1.855,1.86,68689
AIE,20061207,0.385,0.385,0.385,0.385,15000
AII,20061207,0.22,0.22,0.22,0.22,124762
AIM,20061207,0.34,0.35,0.335,0.34,4507872
AIX,20061207,2.58,2.59,2.57,2.58,530363
AIZ,20061207,1.5,1.5,1.48,1.48,470063
AJL,20061207,1.125,1.15,1.125,1.15,21200
AKK,20061207,0.555,0.62,0.55,0.56,541590
ALB,20061207,1.785,1.83,1.785,1.82,356423
ALD,20061207,0.355,0.355,0.34,0.355,378186
ALE,20061207,0.03,0.03,0.029,0.029,229474
ALK,20061207,0.23,0.23,0.22,0.22,136196
ALL,20061207,16.07,16.07,15.71,15.93,1299863
ALR,20061207,1.88,1.885,1.88,1.885,19000
ALS,20061207,10.84,10.88,10.73,10.8,152312
ALT,20061207,0.032,0.032,0.03,0.03,231686
ALU,20061207,0.825,0.825,0.82,0.82,12000
ALZ,20061207,1.95,1.98,1.945,1.98,888081
AMA,20061207,0.39,0.4,0.385,0.4,102000
AMB,20061207,0.92,0.93,0.92,0.93,12315
AMC,20061207,7.25,7.31,7.24,7.28,2246495
AMG,20061207,0.12,0.12,0.11,0.11,69745
AMH,20061207,0.61,0.61,0.6,0.6,72875
AMM,20061207,0.175,0.19,0.175,0.175,328623
AMP,20061207,9.53,9.57,9.51,9.57,2340472
AMU,20061207,1.01,1.02,1.005,1.01,314001
ANC,20061207,6.2,6.2,6.2,6.2,2700
AND,20061207,0.365,0.365,0.355,0.355,230751
ANE,20061207,4.5,4.55,4.5,4.5,41101
ANG,20061207,1.015,1.045,1.015,1.025,239988
ANH,20061207,0.059,0.059,0.058,0.058,968736
ANM,20061207,0.49,0.55,0.48,0.54,322721
ANN,20061207,11.66,11.73,11.6,11.64,203394
ANO,20061207,0.185,0.19,0.185,0.185,138000
ANP,20061207,0.038,0.038,0.037,0.038,1685505
ANX,20061207,0.235,0.235,0.235,0.235,19800
ANZ,20061207,27.82,28.07,27.69,27.81,2968775
AOC,20061207,0.085,0.086,0.085,0.086,42500
AOD,20061207,9.9,9.9,9.9,9.9,4075
AOE,20061207,1.14,1.2,1.14,1.15,1464560
AOM,20061207,0.015,0.015,0.015,0.015,300000
AOP,20061207,0.45,0.45,0.41,0.415,237500
AOS,20061207,0.12,0.12,0.115,0.115,32400
APA,20061207,4.31,4.31,4.24,4.26,777034
APD,20061207,2.95,3,2.9,2.9,33829
APE,20061207,9.65,9.65,9.65,9.65,500
APG,20061207,0.073,0.075,0.066,0.067,3700903
API,20061207,2.49,2.5,2.28,2.36,5243187
APN,20061207,5.79,5.87,5.78,5.81,556589
APV,20061207,0.125,0.13,0.125,0.13,371780
APZ,20061207,1.87,1.87,1.85,1.86,558567
AQA,20061207,3.4,3.4,3.35,3.35,22570
AQD,20061207,0.185,0.21,0.185,0.195,512250
AQL,20061207,0.027,0.027,0.027,0.027,100000
AQP,20061207,29.29,29.29,28.31,28.85,26255
ARA,20061207,0.575,0.575,0.575,0.575,80000
ARE,20061207,0.225,0.235,0.225,0.235,179672
ARG,20061207,8,8,7.95,7.95,65595
ARH,20061207,0.09,0.09,0.087,0.087,2014763
ARJ,20061207,0.011,0.011,0.011,0.011,132000
ARM,20061207,0.29,0.29,0.265,0.285,550497
ARO,20061207,0.018,0.018,0.018,0.018,1824475
ARP,20061207,3.66,3.69,3.64,3.64,14653
