AAC,20061219,1.82,1.845,1.82,1.845,47663
AAE,20061219,0.385,0.39,0.38,0.39,78739
AAM,20061219,0.205,0.205,0.2,0.2,93907
AAN,20061219,10.91,11.1,10.9,10.97,982855
AAO,20061219,0.125,0.13,0.125,0.13,98082
AAQ,20061219,0.575,0.575,0.575,0.575,25243
AAR,20061219,0.074,0.074,0.072,0.074,3899051
AAT,20061219,0.084,0.084,0.084,0.084,110000
AAU,20061219,0.54,0.54,0.53,0.53,332663
AAX,20061219,3.1,3.15,3.06,3.13,10400
ABB,20061219,6.59,6.59,6.38,6.48,114906
ABC,20061219,2.81,2.89,2.77,2.86,498707
ABI,20061219,0.049,0.051,0.047,0.051,529800
ABJ,20061219,0.3,0.31,0.29,0.29,193493
ABP,20061219,1.785,1.815,1.785,1.81,924536
ABS,20061219,8.5,8.51,8.37,8.41,5568841
ABU,20061219,0.073,0.073,0.07,0.073,1908082
ABY,20061219,2.35,2.35,2.29,2.31,1635282
ACB,20061219,0.785,0.79,0.765,0.77,170675
ACE,20061219,0.18,0.18,0.17,0.17,54701
ACG,20061219,0.18,0.18,0.18,0.18,10000
ACL,20061219,0.83,0.83,0.82,0.83,22930
ACR,20061219,0.79,0.79,0.775,0.775,22000
ACS,20061219,0.14,0.15,0.14,0.15,103000
ADA,20061219,0.665,0.665,0.65,0.65,34000
ADB,20061219,12.33,12.44,12.33,12.33,353070
ADG,20061219,3.2,3.2,3.2,3.2,4458
ADI,20061219,0.875,0.875,0.85,0.85,945019
ADN,20061219,0.47,0.49,0.46,0.485,134300
ADS,20061219,0.24,0.245,0.225,0.225,2566788
ADT,20061219,0.87,0.87,0.87,0.87,25760
ADU,20061219,0.65,0.66,0.65,0.66,72000
ADX,20061219,0.076,0.076,0.076,0.076,2000
ADY,20061219,0.095,0.095,0.091,0.091,2043086
ADZ,20061219,2.48,2.5,2.48,2.48,229424
AEC,20061219,4.97,5,4.95,5,8198
AED,20061219,4.36,4.4,4.33,4.4,130551
AEE,20061219,0.285,0.3,0.265,0.27,767299
AEI,20061219,0.74,0.75,0.7,0.7,41740
AEO,20061219,2.13,2.13,2.02,2.02,191574
AEQ,20061219,4.02,4.02,3.85,3.89,98007
AET,20061219,1.03,1.03,1.01,1.01,2273
AEU,20061219,1.83,1.85,1.82,1.85,419495
AEX,20061219,0.042,0.043,0.041,0.043,2288500
AEZ,20061219,1.21,1.21,1.195,1.2,127888
AFG,20061219,12.91,12.95,12.66,12.74,1079836
AFI,20061219,5.15,5.17,5.14,5.15,298739
AFT,20061219,0.01,0.01,0.009,0.01,1245060
AGC,20061219,1.3,1.34,1.3,1.335,127332
AGG,20061219,11.5,11.51,11.5,11.51,3795
AGI,20061219,0.625,0.73,0.625,0.73,778593
AGK,20061219,16.15,16.23,15.98,16.07,817479
AGM,20061219,0.45,0.45,0.435,0.44,1208912
AGO,20061219,0.5,0.5,0.49,0.5,119780
AGS,20061219,1.9,1.94,1.81,1.88,1103898
AGX,20061219,0.135,0.135,0.13,0.13,221500
AHD,20061219,6,6,5.74,5.74,61648
AHE,20061219,2.64,2.64,2.5,2.5,31000
AHN,20061219,0.26,0.27,0.26,0.27,50000
AHS,20061219,0.94,0.94,0.93,0.94,129786
AHU,20061219,5.55,5.55,4.9,4.9,1623
AIA,20061219,1.95,1.95,1.94,1.94,3315
AIE,20061219,0.38,0.38,0.365,0.37,340302
AIG,20061219,0.11,0.11,0.11,0.11,8000
AIH,20061219,3.27,3.27,3.26,3.26,671593
AII,20061219,0.2,0.2,0.19,0.2,744794
AIM,20061219,0.355,0.36,0.335,0.345,3510873
AIX,20061219,2.69,2.78,2.66,2.78,965830
AIY,20061219,0.05,0.05,0.05,0.05,7500
AIZ,20061219,1.65,1.65,1.625,1.625,215637
AJL,20061219,1.155,1.16,1.155,1.16,25300
AKK,20061219,0.67,0.67,0.65,0.665,177783
ALB,20061219,1.67,1.68,1.65,1.65,69100
ALD,20061219,0.315,0.32,0.315,0.32,462500
ALK,20061219,0.235,0.24,0.22,0.23,353000
ALL,20061219,16.15,16.29,15.59,15.89,2139597
ALS,20061219,11.6,11.86,11.6,11.6,150966
ALT,20061219,0.03,0.03,0.03,0.03,200000
ALU,20061219,0.855,0.865,0.855,0.865,145497
ALZ,20061219,2,2.04,2,2.02,1256426
AMA,20061219,0.39,0.39,0.39,0.39,67000
AMB,20061219,1,1.1,1,1.1,298932
AMC,20061219,7.17,7.17,7.08,7.09,3399864
AMG,20061219,0.093,0.095,0.093,0.095,235713
AMH,20061219,0.64,0.65,0.635,0.65,23558
AMM,20061219,0.165,0.165,0.16,0.165,534500
AMP,20061219,9.8,9.86,9.73,9.74,4860592
AMU,20061219,0.98,0.99,0.97,0.975,414750
ANC,20061219,6.22,6.22,6.2,6.2,2000
AND,20061219,0.34,0.35,0.34,0.345,370973
ANE,20061219,4.3,4.3,4.3,4.3,8270
ANG,20061219,1.02,1.02,1,1,130258
ANH,20061219,0.06,0.062,0.06,0.061,2714705
ANM,20061219,0.48,0.48,0.47,0.47,133854
ANN,20061219,11.5,11.58,11.35,11.37,476149
ANO,20061219,0.195,0.2,0.195,0.2,282705
ANP,20061219,0.04,0.041,0.04,0.04,930279
ANX,20061219,0.27,0.275,0.27,0.275,21600
ANZ,20061219,28.45,28.46,28.06,28.25,4945101
AOD,20061219,10,10,10,10,500
AOE,20061219,1.265,1.27,1.235,1.25,1122066
AOM,20061219,0.013,0.013,0.013,0.013,2000
AOP,20061219,0.44,0.48,0.44,0.465,179000
APA,20061219,4.2,4.2,4.17,4.19,243464
APD,20061219,3.25,3.26,3.23,3.23,31225
APG,20061219,0.053,0.056,0.053,0.054,1201400
API,20061219,2.33,2.34,2.25,2.3,1772204
APM,20061219,0.019,0.019,0.019,0.019,500000
APN,20061219,5.85,5.94,5.85,5.9,628616
APP,20061219,0.575,0.575,0.575,0.575,14983
APV,20061219,0.135,0.135,0.135,0.135,100000
APZ,20061219,1.86,1.86,1.85,1.85,257419
AQA,20061219,3.35,3.35,3.3,3.34,9925
AQD,20061219,0.165,0.175,0.165,0.175,310260
AQL,20061219,0.027,0.027,0.024,0.025,280000
AQP,20061219,27.75,27.8,27.6,27.77,37201
ARA,20061219,0.565,0.57,0.565,0.57,17428
ARE,20061219,0.28,0.28,0.27,0.27,177406
ARG,20061219,8.05,8.05,7.98,8,74050
ARJ,20061219,0.012,0.012,0.012,0.012,95608
ARM,20061219,0.28,0.28,0.28,0.28,68000
ARO,20061219,0.018,0.018,0.018,0.018,300000
ARP,20061219,3.7,3.7,3.67,3.67,29106
ARQ,20061219,1.365,1.375,1.355,1.36,476737
ARR,20061219,2.25,2.25,2.15,2.15,85945
ARU,20061219,0.57,0.615,0.56,0.56,926251
ARW,20061219,0.505,0.505,0.49,0.495,429451
ARX,20061219,0.027,0.027,0.026,0.026,700000
ASB,20061219,3.67,3.7,3.65,3.66,85023
ASC,20061219,0.036,0.037,0.036,0.037,2320183
ASL,20061219,1.76,1.77,1.76,1.77,8000
ASP,20061219,0.3,0.3,0.3,0.3,165000
ASU,20061219,0.032,0.032,0.032,0.032,13111
