AAC,20061222,1.83,1.83,1.815,1.83,51830
AAE,20061222,0.39,0.395,0.38,0.395,195624
AAM,20061222,0.2,0.2,0.195,0.195,65000
AAN,20061222,11.08,11.13,11,11.05,1677731
AAO,20061222,0.135,0.135,0.135,0.135,30000
AAQ,20061222,0.595,0.595,0.57,0.57,47850
AAR,20061222,0.072,0.074,0.072,0.072,641438
AAT,20061222,0.079,0.079,0.079,0.079,20000
AAU,20061222,0.535,0.535,0.53,0.53,77248
AAX,20061222,3.15,3.3,3.15,3.3,65689
ABB,20061222,6.5,6.55,6.5,6.55,25317
ABC,20061222,2.9,2.9,2.79,2.79,171531
ABI,20061222,0.06,0.06,0.06,0.06,16212
ABJ,20061222,0.25,0.25,0.22,0.25,220373
ABP,20061222,1.8,1.81,1.745,1.81,224536
ABQ,20061222,0.31,0.32,0.31,0.32,105000
ABS,20061222,8.33,8.38,8.31,8.31,560818
ABU,20061222,0.075,0.075,0.074,0.075,258000
ABY,20061222,2.13,2.23,2.1,2.2,767443
ACB,20061222,0.85,0.88,0.84,0.85,241933
ACE,20061222,0.18,0.18,0.17,0.175,194060
ACL,20061222,0.775,0.78,0.775,0.775,58467
ACR,20061222,0.78,0.78,0.77,0.775,97555
ACS,20061222,0.13,0.13,0.13,0.13,10000
ADA,20061222,0.635,0.645,0.635,0.645,5900
ADB,20061222,12.46,12.51,12.36,12.45,153945
ADG,20061222,3.24,3.25,3.24,3.25,3742
ADI,20061222,0.85,0.85,0.82,0.825,310156
ADN,20061222,0.47,0.475,0.46,0.475,21000
ADT,20061222,0.87,0.87,0.87,0.87,25000
ADU,20061222,0.69,0.69,0.69,0.69,115000
ADX,20061222,0.083,0.083,0.083,0.083,400000
ADY,20061222,0.091,0.092,0.088,0.088,1714260
ADZ,20061222,2.48,2.49,2.48,2.48,59710
AEC,20061222,4.45,4.48,4.4,4.4,33162
AED,20061222,4.58,4.78,4.5,4.75,430372
AEE,20061222,0.345,0.38,0.345,0.36,774111
AEF,20061222,40.5,40.5,40.5,40.5,50
AEI,20061222,0.66,0.66,0.66,0.66,9000
AEO,20061222,2.1,2.11,2.08,2.11,16528
AEQ,20061222,3.9,3.98,3.9,3.93,9984
AEU,20061222,1.83,1.85,1.83,1.85,29263
AEX,20061222,0.043,0.044,0.043,0.043,1103000
AEZ,20061222,1.15,1.155,1.14,1.15,1219469
AFG,20061222,12.44,12.6,12.38,12.55,483106
